id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
5341,AsstProf,A,7,14,Male,170481
5342,AsstProf,B,8,18,Female,112525
5343,AssocProf,B,15,5,Male,159726
5344,Prof,B,16,2,Male,66250
5345,Prof,B,7,0,Male,109832
5346,Prof,A,4,8,Male,117065
5347,AssocProf,B,9,18,Female,97149
5348,AsstProf,A,4,5,Male,165527
5349,AsstProf,B,3,2,Male,172937
5350,AsstProf,A,2,10,Female,130573
5351,AsstProf,B,7,8,Male,111770
5352,Prof,A,10,12,Female,125792
5353,AssocProf,B,13,7,Female,155554
5354,AssocProf,A,15,15,Female,148977
5355,AssocProf,A,6,13,Male,151021
5356,AsstProf,A,13,3,Male,101158
5357,Prof,B,9,14,Male,124141
5358,AsstProf,B,6,10,Female,184581
5359,AsstProf,A,8,11,Female,202075
5360,AsstProf,A,9,5,Male,220207
5361,Prof,A,7,5,Male,168520
5362,AsstProf,B,11,12,Male,168554
5363,AssocProf,A,3,7,Male,197663
5364,AssocProf,B,11,6,Male,212346
5365,AssocProf,B,12,15,Male,152403
5366,Prof,B,12,14,Female,55075
5367,AsstProf,A,13,12,Female,139043
5368,AsstProf,A,5,0,Male,118450
5369,Prof,B,18,4,Male,203854
5370,AssocProf,A,6,14,Male,55942
5371,Prof,B,6,18,Female,187967
5372,Prof,A,4,14,Female,180985
5373,AsstProf,A,18,19,Female,73434
5374,AssocProf,B,13,4,Female,124240
5375,AsstProf,B,14,2,Male,76822
5376,AsstProf,B,16,5,Female,50709
5377,Prof,B,13,4,Male,151553
5378,Prof,B,4,0,Male,60804
5379,Prof,A,18,4,Male,188070
5380,AsstProf,B,13,12,Female,162321
5381,Prof,B,8,16,Female,205890
5382,AssocProf,A,17,4,Female,76636
5383,AsstProf,A,9,0,Female,182756
5384,Prof,A,13,2,Female,123551
5385,Prof,A,10,19,Male,97980
5386,AsstProf,B,16,12,Female,207068
5387,AssocProf,A,14,19,Female,199284
5388,AssocProf,A,1,5,Male,110363
5389,AssocProf,A,17,16,Male,224796
5390,AssocProf,B,11,18,Male,232823
5391,Prof,B,18,3,Female,83163
5392,Prof,B,6,18,Male,170725
5393,Prof,A,9,2,Female,226673
5394,Prof,B,14,17,Female,196386
5395,AssocProf,A,12,19,Male,54231
5396,Prof,A,14,10,Female,131171
5397,Prof,A,19,9,Female,133265
5398,AssocProf,B,3,2,Male,172875
5399,AssocProf,A,19,16,Male,150814
5400,AssocProf,B,8,4,Male,181512
5401,AsstProf,B,8,17,Female,81262
5402,AsstProf,B,0,4,Male,102081
5403,Prof,B,18,12,Male,237341
5404,AssocProf,B,4,4,Female,110962
5405,AssocProf,A,16,13,Male,125117
5406,AsstProf,A,11,15,Female,129437
5407,AsstProf,A,7,0,Male,197431
5408,AssocProf,A,9,12,Female,174730
5409,AssocProf,B,5,19,Female,51388
5410,AssocProf,B,4,15,Male,76926
5411,AsstProf,A,2,18,Male,201496
5412,AssocProf,B,4,7,Female,230023
5413,AsstProf,A,1,6,Female,128191
5414,AssocProf,B,3,16,Female,197371
5415,AsstProf,B,4,6,Female,106759
5416,AsstProf,B,13,11,Male,156176
5417,AsstProf,B,2,13,Male,60485
5418,Prof,A,5,13,Male,159876
5419,Prof,A,17,19,Female,236380
5420,Prof,A,1,19,Female,229425
5421,Prof,A,5,13,Male,220813
5422,AssocProf,B,10,13,Male,238656
5423,AsstProf,B,16,6,Female,153433
5424,Prof,A,3,3,Female,79398
5425,Prof,B,12,5,Female,97986
5426,Prof,A,0,0,Female,192137
5427,Prof,A,13,1,Male,195924
5428,AssocProf,B,16,10,Female,142978
5429,AsstProf,A,18,8,Male,130371
5430,AsstProf,B,17,11,Female,222514
5431,Prof,B,10,6,Female,215152
5432,Prof,B,15,9,Male,53354
5433,Prof,A,12,8,Male,156497
5434,AsstProf,A,1,11,Female,166697
5435,AsstProf,B,9,4,Female,143648
5436,AssocProf,A,16,10,Male,181814
5437,AsstProf,B,8,9,Male,202264
5438,AssocProf,A,9,14,Female,126780
5439,AsstProf,B,8,4,Male,85895
5440,AssocProf,B,12,15,Female,140527
5441,AssocProf,A,12,17,Male,75350
5442,AsstProf,A,10,13,Female,199320
5443,Prof,A,0,4,Female,165532
5444,Prof,A,0,1,Female,169109
5445,AssocProf,A,4,8,Male,97142
5446,AssocProf,A,3,3,Male,106169
5447,Prof,A,4,11,Female,169957
5448,Prof,B,14,9,Male,149658
5449,AsstProf,B,6,14,Female,131206
5450,AsstProf,A,17,19,Male,232583
5451,AsstProf,A,2,8,Male,154859
5452,Prof,A,8,18,Male,65110
5453,AssocProf,B,0,15,Male,147910
5454,Prof,A,0,17,Male,236876
5455,AssocProf,B,12,16,Female,115659
5456,Prof,A,0,18,Male,192734
5457,Prof,A,3,10,Female,180812
5458,AssocProf,A,4,14,Male,145900
5459,Prof,A,6,13,Female,180202
5460,Prof,B,9,16,Male,203607
5461,Prof,B,8,10,Male,225564
5462,Prof,A,14,19,Female,90706
5463,AssocProf,A,13,9,Male,228838
5464,AsstProf,B,16,10,Female,129001
5465,AssocProf,B,0,1,Female,198487
5466,Prof,A,12,7,Female,202404
5467,AsstProf,A,11,13,Female,190134
5468,AssocProf,A,11,0,Female,75912
5469,Prof,B,7,8,Female,88808
5470,AsstProf,B,3,4,Male,86072
5471,Prof,B,11,7,Female,110683
5472,AssocProf,A,0,7,Female,180973
5473,Prof,A,15,8,Female,71095
5474,Prof,A,18,14,Female,218966
5475,Prof,B,14,5,Female,218573
5476,Prof,B,16,11,Male,102013
5477,AsstProf,B,16,9,Female,221151
5478,AsstProf,B,16,4,Female,88093
5479,AsstProf,A,11,19,Male,83822
5480,AsstProf,A,17,4,Male,156332
5481,Prof,A,14,15,Male,117245
5482,AsstProf,A,12,12,Female,196089
5483,Prof,A,14,13,Female,159703
5484,AsstProf,A,15,19,Male,183193
5485,AssocProf,B,2,18,Female,85928
5486,AssocProf,A,0,5,Female,218967
5487,AsstProf,B,12,13,Male,84235
5488,Prof,B,14,12,Female,52854
5489,Prof,B,2,12,Male,82066
5490,AsstProf,B,12,16,Male,122330
5491,Prof,B,19,11,Male,155006
5492,AsstProf,B,15,3,Male,122742
5493,AsstProf,B,15,15,Female,115524
5494,AsstProf,B,14,19,Male,203806
5495,AssocProf,A,6,11,Male,199809
5496,AsstProf,B,1,10,Male,70991
5497,AssocProf,A,3,10,Male,51396
5498,AssocProf,B,5,15,Male,126782
5499,AssocProf,B,5,18,Female,147987
5500,Prof,A,5,13,Male,207282
5501,Prof,B,2,19,Male,147263
5502,AsstProf,A,19,10,Male,72168
5503,Prof,A,8,6,Female,108585
5504,AssocProf,A,10,6,Female,52375
5505,AsstProf,A,6,18,Female,186832
5506,Prof,A,11,11,Male,94711
5507,Prof,A,15,14,Female,132879
5508,AsstProf,B,19,15,Female,236621
5509,AssocProf,A,17,0,Male,70053
5510,Prof,B,4,8,Female,116198
5511,AssocProf,A,5,11,Female,74738
5512,Prof,B,10,1,Male,102292
5513,Prof,A,6,5,Male,87807
5514,Prof,A,13,7,Female,213843
5515,Prof,A,16,6,Female,213322
5516,AsstProf,B,12,10,Male,100927
5517,AssocProf,A,5,17,Male,149967
5518,AsstProf,A,11,2,Female,173091
5519,AsstProf,A,0,6,Male,77258
5520,Prof,B,4,13,Female,171562
5521,AssocProf,A,10,18,Female,213135
5522,AsstProf,A,14,2,Female,205331
5523,AssocProf,A,2,15,Male,68953
5524,AssocProf,B,15,1,Male,76029
5525,AsstProf,B,7,11,Male,229230
5526,AssocProf,B,0,0,Female,92019
5527,AsstProf,A,9,8,Male,51231
5528,AssocProf,A,18,4,Male,226012
5529,AsstProf,B,3,15,Female,235613
5530,AsstProf,B,3,9,Male,101542
5531,AssocProf,B,7,9,Female,98027
5532,Prof,A,4,8,Female,130863
5533,AssocProf,A,3,18,Female,91784
5534,AssocProf,A,6,11,Female,148776
5535,AssocProf,A,9,1,Female,60050
5536,AssocProf,B,8,11,Female,76042
5537,Prof,B,2,2,Male,207611
5538,AsstProf,A,3,14,Male,90761
5539,Prof,B,9,16,Male,197020
5540,AssocProf,A,17,14,Male,95145
5541,AssocProf,B,8,9,Female,185679
5542,Prof,A,11,17,Female,81346
5543,Prof,A,17,1,Male,115937
5544,AsstProf,A,16,12,Female,146701
5545,Prof,A,1,18,Male,220444
5546,Prof,B,2,7,Male,128045
5547,Prof,B,16,11,Female,145553
5548,AsstProf,A,11,18,Male,202284
5549,Prof,B,14,18,Female,195332
5550,AssocProf,B,5,15,Male,149185
5551,AssocProf,B,3,0,Male,177313
5552,AsstProf,A,3,8,Male,140467
5553,Prof,B,0,4,Male,185711
5554,AssocProf,A,1,16,Female,210327
5555,AssocProf,A,16,14,Female,224123
5556,AssocProf,B,9,13,Female,51612
5557,AssocProf,B,6,8,Female,116815
5558,Prof,B,16,4,Male,97879
5559,AsstProf,A,13,7,Female,50476
5560,Prof,A,18,17,Male,87662
5561,AssocProf,B,10,5,Female,204657
5562,Prof,A,14,10,Male,203051
5563,Prof,A,6,14,Male,194407
5564,AssocProf,B,8,0,Female,117078
5565,Prof,A,5,9,Male,122266
5566,AsstProf,A,9,12,Male,178404
5567,Prof,A,8,7,Female,226105
5568,Prof,B,4,17,Female,114746
5569,AssocProf,A,14,17,Male,163280
5570,AsstProf,B,15,0,Male,93219
5571,AssocProf,B,14,18,Female,156915
5572,AssocProf,B,6,8,Female,77217
5573,AssocProf,A,17,1,Female,138616
5574,AssocProf,A,4,16,Female,149427
5575,AssocProf,B,9,4,Female,139418
5576,AsstProf,B,12,6,Male,146564
5577,Prof,B,18,14,Female,101141
5578,AssocProf,B,8,19,Female,193438
5579,AssocProf,A,13,14,Male,201070
5580,AsstProf,A,13,0,Male,88109
5581,AsstProf,A,12,19,Female,54481
5582,AsstProf,A,13,0,Female,80659
5583,Prof,A,1,16,Male,186899
5584,AsstProf,A,11,5,Female,87653
5585,Prof,A,12,8,Male,213596
5586,AsstProf,B,3,14,Male,107608
5587,Prof,B,0,14,Female,147531
5588,AssocProf,A,6,5,Female,138804
5589,AsstProf,B,5,15,Female,173851
5590,AsstProf,B,19,8,Male,84749
5591,AsstProf,B,9,18,Male,77453
5592,AssocProf,A,0,7,Female,231005
5593,AssocProf,A,8,17,Male,158804
5594,Prof,A,19,13,Male,149959
5595,Prof,A,11,14,Female,222580
5596,AssocProf,A,10,14,Female,108714
5597,Prof,B,3,9,Male,99040
5598,AsstProf,A,13,7,Female,144173
5599,Prof,A,7,8,Female,119503
5600,Prof,A,16,0,Male,74529
5601,Prof,A,8,2,Male,98864
5602,Prof,B,3,5,Male,172946
5603,AssocProf,B,3,4,Male,71276
5604,Prof,A,9,11,Female,185706
5605,AsstProf,B,11,2,Male,92913
5606,AssocProf,B,11,17,Male,171303
5607,Prof,B,3,1,Female,207352
5608,Prof,A,15,14,Male,121091
5609,AssocProf,A,1,17,Male,220120
5610,AsstProf,B,19,2,Female,115284
5611,AssocProf,A,11,17,Female,95743
5612,AsstProf,A,2,17,Male,135601
5613,Prof,A,17,4,Female,97802
5614,AsstProf,A,14,16,Male,216813
5615,AssocProf,A,8,15,Female,170853
5616,Prof,A,10,0,Female,165396
5617,AsstProf,B,9,15,Female,171297
5618,AsstProf,A,5,12,Male,124498
5619,AsstProf,A,15,12,Female,222822
5620,AssocProf,A,4,5,Female,126090
5621,Prof,B,6,14,Female,200805
5622,AsstProf,B,19,3,Female,182005
5623,AssocProf,A,6,16,Female,73321
5624,AssocProf,A,5,7,Female,157366
5625,AsstProf,A,6,4,Male,197069
5626,Prof,A,3,9,Female,214190
5627,AsstProf,B,14,10,Female,137654
5628,AsstProf,B,2,13,Female,219347
5629,AsstProf,B,16,10,Female,141104
5630,AsstProf,B,13,19,Male,83031
5631,Prof,A,5,18,Male,50050
5632,Prof,B,4,2,Male,152862
5633,AssocProf,A,18,19,Male,186251
5634,Prof,B,18,5,Male,222365
5635,Prof,B,2,17,Female,201815
5636,AssocProf,A,11,3,Male,151942
5637,Prof,B,13,8,Female,102832
5638,Prof,A,18,15,Male,165886
5639,AssocProf,B,10,10,Female,156031
5640,AssocProf,A,8,2,Female,223805
5641,AssocProf,A,0,11,Female,119801
5642,Prof,A,15,12,Female,222667
5643,AssocProf,A,2,19,Female,215435
5644,AssocProf,B,13,6,Female,187577
5645,AssocProf,A,5,16,Female,224977
5646,AssocProf,A,10,1,Female,186044
5647,Prof,A,16,2,Male,147230
5648,AsstProf,A,8,11,Male,81345
5649,AsstProf,A,0,16,Male,90460
5650,AssocProf,A,6,5,Male,79825
5651,AsstProf,B,9,4,Male,85895
5652,AssocProf,B,6,10,Male,116003
5653,AsstProf,B,11,19,Female,58096
5654,AssocProf,B,16,10,Male,82648
5655,AsstProf,B,10,6,Female,200995
5656,AssocProf,B,6,4,Male,199303
5657,Prof,B,17,17,Female,194757
5658,Prof,A,4,15,Male,92155
5659,AssocProf,B,11,7,Female,93763
5660,AsstProf,B,3,8,Female,118575
5661,AssocProf,A,12,18,Male,56015
5662,Prof,A,2,17,Female,214448
5663,Prof,A,8,11,Male,129478
5664,AsstProf,A,18,18,Female,62607
5665,AsstProf,A,2,19,Male,85058
5666,AssocProf,B,10,18,Female,166594
5667,AsstProf,A,7,8,Male,89118
5668,Prof,B,12,13,Female,52798
5669,AssocProf,A,16,13,Male,130374
5670,Prof,A,5,7,Male,97970
5671,AssocProf,A,18,16,Female,154631
5672,AsstProf,B,15,5,Male,149013
5673,AsstProf,B,10,10,Male,154386
5674,Prof,B,17,7,Female,161879
5675,AsstProf,A,11,10,Female,210887
5676,AssocProf,B,12,16,Female,189495
5677,Prof,B,9,7,Male,182006
5678,AsstProf,A,17,4,Male,172954
5679,Prof,A,10,15,Male,207808
5680,AsstProf,B,1,12,Male,208943
5681,AssocProf,B,17,2,Male,161299
5682,Prof,A,4,6,Female,193922
5683,AsstProf,A,11,3,Female,234176
5684,Prof,A,17,18,Male,160295
5685,AssocProf,B,16,11,Female,146187
5686,AssocProf,B,10,8,Male,116999
5687,AssocProf,A,2,17,Female,109687
5688,AsstProf,B,9,8,Female,191946
5689,Prof,B,1,1,Female,217348
5690,AsstProf,B,15,10,Female,115065
5691,AssocProf,B,0,13,Female,168903
5692,AsstProf,B,17,19,Male,143635
5693,AsstProf,B,8,13,Female,65110
5694,AssocProf,A,1,14,Male,180112
5695,AsstProf,A,11,0,Male,208144
5696,Prof,B,7,19,Male,107643
5697,AsstProf,A,11,17,Female,89998
5698,AsstProf,B,1,15,Male,176052
5699,Prof,A,14,0,Male,209508
5700,Prof,A,11,0,Male,89529
5701,AsstProf,A,11,15,Male,199813
5702,AsstProf,B,13,7,Female,134826
5703,AssocProf,B,9,15,Female,188624
5704,Prof,B,1,13,Female,216323
5705,Prof,B,8,15,Male,76604
5706,AssocProf,B,19,0,Female,130304
5707,AsstProf,B,3,8,Male,193246
5708,AsstProf,A,10,0,Male,103627
5709,AssocProf,B,2,9,Male,138259
5710,AsstProf,A,5,16,Female,168292
5711,AssocProf,A,17,3,Male,78864
5712,AssocProf,B,2,10,Male,196106
5713,Prof,A,16,8,Female,157277
5714,AsstProf,B,18,12,Male,215387
5715,Prof,A,12,18,Female,236921
5716,AssocProf,A,13,12,Female,57377
5717,AsstProf,A,4,6,Male,99087
5718,Prof,A,1,4,Female,64897
5719,AsstProf,A,0,15,Female,105362
5720,Prof,A,0,2,Male,65575
5721,AssocProf,B,1,6,Female,147906
5722,AsstProf,A,6,5,Female,215642
5723,AsstProf,B,8,1,Female,109459
5724,Prof,A,3,16,Female,72308
5725,Prof,A,13,5,Female,93671
5726,AsstProf,A,7,16,Male,64599
5727,AssocProf,B,4,4,Male,115319
5728,AsstProf,B,1,12,Male,200126
5729,Prof,A,1,12,Male,69434
5730,Prof,A,8,14,Male,76512
5731,AssocProf,A,2,15,Male,192032
5732,AsstProf,A,13,18,Male,140901
5733,Prof,A,15,19,Female,66139
5734,AssocProf,B,7,11,Male,105640
5735,AssocProf,A,5,14,Female,153917
5736,Prof,B,3,5,Female,74860
5737,Prof,A,6,12,Male,131343
5738,AsstProf,A,6,7,Male,214625
5739,AssocProf,B,15,15,Female,66015
5740,AsstProf,B,11,17,Female,133105
5741,Prof,A,17,19,Male,94654
5742,AssocProf,A,12,19,Male,91687
5743,AsstProf,B,19,2,Female,203501
5744,AssocProf,A,6,8,Male,123651
5745,AsstProf,B,11,2,Female,77760
5746,Prof,A,11,4,Male,220092
5747,Prof,B,1,8,Female,140815
5748,AssocProf,A,13,1,Female,234607
5749,AsstProf,B,14,15,Male,200813
5750,Prof,B,10,6,Male,217006
5751,Prof,B,9,15,Male,138304
5752,AssocProf,B,12,5,Male,226440
5753,Prof,B,15,0,Male,84573
5754,Prof,B,13,14,Female,69764
5755,AssocProf,A,13,3,Female,55431
5756,AssocProf,A,10,19,Male,235308
5757,AssocProf,A,19,15,Male,118957
5758,AsstProf,B,5,16,Male,126930
5759,Prof,B,4,4,Female,73381
5760,AssocProf,A,8,11,Female,72650
5761,AssocProf,B,2,18,Male,94000
5762,Prof,B,7,0,Female,181630
5763,Prof,A,4,19,Male,215817
5764,AssocProf,A,10,11,Female,186534
5765,AssocProf,B,2,18,Male,173337
5766,AssocProf,A,11,1,Female,168683
5767,AssocProf,B,6,7,Female,83591
5768,AssocProf,B,12,9,Female,183502
5769,Prof,B,14,5,Female,104853
5770,Prof,A,2,15,Female,165875
5771,AsstProf,B,18,11,Male,120108
5772,Prof,B,4,8,Female,207764
5773,AsstProf,A,15,3,Male,201478
5774,AsstProf,A,15,0,Female,219835
5775,AsstProf,B,18,0,Female,179230
5776,AsstProf,B,0,7,Male,225166
5777,AssocProf,B,1,10,Female,61866
5778,AsstProf,A,17,3,Male,163308
5779,Prof,B,6,12,Female,67207
5780,AsstProf,A,11,17,Male,58133
5781,Prof,B,16,3,Female,62130
5782,AsstProf,B,9,9,Female,128847
5783,Prof,A,8,1,Male,237173
5784,AssocProf,B,18,10,Female,230586
5785,AsstProf,A,0,12,Female,227076
5786,AssocProf,B,12,6,Female,102302
5787,Prof,A,16,11,Male,96384
5788,AssocProf,B,2,7,Male,119458
5789,AssocProf,A,4,11,Female,190488
5790,AsstProf,B,12,14,Male,184806
5791,Prof,A,15,15,Male,160760
5792,AsstProf,A,10,1,Female,90204
5793,Prof,A,14,12,Female,69770
5794,Prof,A,13,2,Female,186494
5795,Prof,B,7,6,Female,173161
5796,AssocProf,B,16,0,Female,108079
5797,AssocProf,A,1,8,Male,228070
5798,Prof,B,14,0,Female,148005
5799,AssocProf,A,13,13,Male,70559
5800,AssocProf,B,3,14,Female,223171
5801,AsstProf,B,7,2,Female,181444
5802,AsstProf,B,16,10,Female,128395
5803,AssocProf,A,10,12,Male,124533
5804,Prof,A,12,5,Male,206273
5805,AsstProf,B,16,10,Female,102766
5806,AssocProf,B,15,3,Male,75028
5807,AssocProf,A,7,17,Male,96459
5808,Prof,A,17,10,Male,180541
5809,AsstProf,A,3,11,Female,220423
5810,AsstProf,A,13,4,Male,180670
5811,AsstProf,B,17,18,Female,190138
5812,Prof,A,17,14,Female,172611
5813,Prof,A,19,10,Female,66195
5814,Prof,A,18,1,Male,86590
5815,AsstProf,B,0,5,Female,219826
5816,AsstProf,B,10,11,Female,160442
5817,Prof,A,5,0,Male,81827
5818,AsstProf,B,5,4,Male,198782
5819,AssocProf,B,0,13,Male,221463
5820,AssocProf,B,3,8,Female,54362
5821,Prof,B,5,17,Male,200288
5822,Prof,A,18,1,Male,113094
5823,AsstProf,B,19,17,Female,91153
5824,AssocProf,A,18,1,Male,212180
5825,Prof,A,15,10,Male,235561
5826,Prof,A,8,10,Female,200462
5827,Prof,A,8,9,Male,224433
5828,Prof,B,14,12,Female,58647
5829,Prof,B,4,19,Female,119296
5830,AssocProf,A,7,7,Male,83588
5831,AsstProf,A,1,12,Female,206635
5832,Prof,A,1,15,Female,119937
5833,AssocProf,A,14,13,Male,193040
5834,AssocProf,B,4,9,Female,151932
5835,AssocProf,A,4,2,Male,235609
5836,AssocProf,B,13,7,Male,128548
5837,AsstProf,A,11,14,Female,146618
5838,AsstProf,A,15,10,Male,105593
5839,Prof,A,6,8,Male,234026
5840,AsstProf,B,6,0,Male,215232
5841,AsstProf,B,19,14,Female,165466
5842,AsstProf,B,15,18,Female,110660
5843,Prof,B,2,7,Male,60120
5844,AsstProf,A,11,9,Male,207717
5845,AssocProf,A,7,15,Female,150392
5846,AsstProf,B,14,16,Female,168101
5847,AssocProf,A,12,17,Male,234561
5848,Prof,A,0,13,Male,73546
5849,Prof,A,8,13,Male,121598
5850,AsstProf,A,7,8,Male,154658
5851,AsstProf,B,10,19,Male,120176
5852,AssocProf,B,8,6,Male,151419
5853,AssocProf,B,12,16,Female,123511
5854,AssocProf,B,18,18,Male,129715
5855,AssocProf,B,12,18,Male,128332
5856,AsstProf,A,17,0,Male,160946
5857,AssocProf,A,8,11,Female,224537
5858,AsstProf,B,13,1,Male,171796
5859,AsstProf,A,16,6,Female,232993
5860,AssocProf,B,10,11,Male,232249
5861,AssocProf,A,9,11,Female,205315
5862,AsstProf,A,9,8,Female,115069
5863,Prof,B,0,18,Female,224655
5864,Prof,B,0,0,Female,157401
5865,Prof,B,18,9,Male,209952
5866,AssocProf,B,8,12,Male,142511
5867,AssocProf,A,3,19,Male,175294
5868,AsstProf,A,19,12,Female,225390
5869,Prof,A,17,13,Male,117594
5870,Prof,A,13,4,Male,82136
5871,AsstProf,A,11,2,Female,60474
5872,AssocProf,A,16,6,Female,101089
5873,AsstProf,B,6,18,Male,167970
5874,AssocProf,B,13,11,Female,183209
5875,AsstProf,A,19,16,Male,112696
5876,AsstProf,B,8,13,Female,168739
5877,AsstProf,B,1,12,Male,196726
5878,Prof,A,6,14,Female,163553
5879,AssocProf,A,11,10,Male,209319
5880,AssocProf,B,16,18,Male,63793
5881,AsstProf,A,12,12,Female,95828
5882,Prof,B,3,14,Female,90661
5883,AsstProf,B,12,3,Female,217383
5884,AsstProf,A,3,1,Female,205844
5885,Prof,A,10,17,Female,209004
5886,AsstProf,A,9,9,Male,164077
5887,AsstProf,A,2,17,Female,188754
5888,AssocProf,B,3,18,Female,147638
5889,AsstProf,B,6,1,Male,62207
5890,Prof,B,12,18,Male,100617
5891,AsstProf,B,16,17,Female,227447
5892,Prof,A,12,4,Female,194988
5893,AsstProf,A,6,0,Female,115470
5894,Prof,B,13,16,Male,189902
5895,AsstProf,A,13,19,Female,148801
5896,Prof,B,14,11,Male,148707
5897,Prof,A,19,17,Male,180713
5898,Prof,A,14,14,Male,186233
5899,AssocProf,B,11,15,Female,166374
5900,Prof,B,9,17,Female,196718
5901,AssocProf,A,2,16,Female,157297
5902,AsstProf,B,4,3,Female,214700
5903,AsstProf,B,0,6,Male,63894
5904,AsstProf,A,14,14,Female,220925
5905,AsstProf,B,18,12,Female,134911
5906,AsstProf,A,13,0,Female,150720
5907,AssocProf,A,7,18,Female,189635
5908,AsstProf,B,0,12,Male,95230
5909,AssocProf,A,0,17,Male,140318
5910,AssocProf,A,13,14,Female,53050
5911,AsstProf,B,19,8,Male,195218
5912,Prof,B,6,1,Male,160761
5913,AsstProf,B,15,15,Male,172169
5914,AssocProf,A,10,0,Female,224516
5915,AssocProf,A,6,5,Male,197210
5916,AssocProf,A,11,13,Male,54409
5917,AssocProf,A,6,0,Female,167691
5918,AsstProf,A,12,17,Female,134757
5919,Prof,B,5,17,Male,133003
5920,AssocProf,B,3,3,Male,74179
5921,AsstProf,B,11,7,Female,119339
5922,AsstProf,A,10,2,Female,202627
5923,AsstProf,B,0,19,Female,202294
5924,Prof,A,15,1,Female,80156
5925,Prof,A,15,15,Male,151588
5926,Prof,B,2,8,Female,162861
5927,AssocProf,B,4,7,Male,191065
5928,AsstProf,B,14,11,Male,103474
5929,AssocProf,B,1,11,Male,160346
5930,AssocProf,B,12,9,Male,146113
5931,AsstProf,B,10,10,Male,149221
5932,Prof,A,0,5,Female,138040
5933,AssocProf,A,1,13,Female,126932
5934,AsstProf,B,4,2,Female,149351
5935,AssocProf,B,5,8,Male,196319
5936,AssocProf,A,8,11,Female,200673
5937,AsstProf,B,10,19,Female,67146
5938,Prof,B,13,13,Female,168322
5939,Prof,A,14,11,Female,73724
5940,AssocProf,B,4,5,Female,103530
5941,Prof,A,6,11,Female,206639
5942,Prof,A,14,10,Female,162428
5943,AsstProf,A,3,8,Male,221440
5944,Prof,B,16,19,Male,189326
5945,Prof,A,12,5,Male,117732
5946,AsstProf,A,12,8,Female,163191
5947,AsstProf,A,0,1,Female,182633
5948,Prof,B,11,1,Male,157427
5949,AssocProf,B,5,3,Male,55020
5950,Prof,B,4,19,Male,226464
5951,AssocProf,B,2,9,Male,53342
5952,AsstProf,B,13,14,Male,117863
5953,AssocProf,A,0,11,Female,91364
5954,AssocProf,B,18,13,Female,116807
5955,AssocProf,B,14,16,Male,184917
5956,Prof,A,12,17,Female,139056
5957,Prof,B,14,14,Male,188816
5958,AssocProf,A,7,7,Female,98111
5959,Prof,B,6,10,Male,161132
5960,Prof,A,8,0,Male,230909
5961,AssocProf,A,13,13,Female,231972
5962,Prof,A,11,16,Female,84953
5963,AssocProf,A,17,14,Female,125037
5964,AssocProf,B,7,7,Male,142712
5965,AssocProf,A,18,2,Male,165552
5966,Prof,B,11,17,Female,50584
5967,AsstProf,A,7,3,Female,122782
5968,Prof,A,12,9,Female,140674
5969,AsstProf,B,2,2,Male,100210
5970,AsstProf,A,4,0,Female,88411
5971,AsstProf,B,17,12,Male,198089
5972,AssocProf,B,4,13,Female,202486
5973,Prof,B,14,0,Male,180552
5974,AsstProf,B,10,16,Female,95661
5975,AsstProf,A,18,3,Male,226707
5976,AssocProf,B,16,15,Female,59363
5977,AsstProf,B,9,6,Male,117743
5978,Prof,A,0,1,Male,170471
5979,AssocProf,A,8,0,Female,153262
5980,Prof,B,14,16,Female,181131
5981,AsstProf,B,6,0,Male,112533
5982,AsstProf,B,17,13,Female,187924
5983,AssocProf,A,12,17,Female,119520
5984,Prof,A,1,15,Male,110157
5985,AsstProf,A,15,3,Male,175476
5986,Prof,A,18,15,Male,148367
5987,AssocProf,A,17,6,Female,97397
5988,AsstProf,B,1,3,Female,54139
5989,AssocProf,A,16,4,Female,114799
5990,AsstProf,B,8,11,Male,94829
5991,Prof,B,16,10,Male,77357
5992,AssocProf,A,9,1,Female,77215
5993,Prof,B,16,2,Male,234249
5994,AssocProf,B,17,4,Male,116609
5995,AssocProf,A,9,10,Male,154607
5996,Prof,A,7,17,Female,95867
5997,AsstProf,A,10,0,Female,156237
5998,Prof,A,18,5,Female,173968
5999,Prof,A,16,11,Male,210149
6000,AsstProf,A,19,6,Female,233894
6001,Prof,B,12,6,Male,135182
6002,AssocProf,A,6,1,Male,98589
6003,AsstProf,B,18,17,Male,78755
6004,AssocProf,B,7,1,Female,79355
6005,Prof,A,4,8,Male,208333
6006,Prof,B,1,8,Female,167135
6007,AsstProf,B,3,14,Female,200567
6008,AsstProf,B,7,3,Male,72434
6009,AssocProf,A,3,4,Male,65925
6010,Prof,B,3,3,Female,98315
6011,AsstProf,A,7,4,Male,186350
6012,Prof,B,6,19,Male,192431
6013,Prof,A,1,9,Male,182807
6014,Prof,A,9,15,Female,112214
6015,AsstProf,A,7,14,Female,236676
6016,AsstProf,B,0,11,Male,188222
6017,AssocProf,A,3,12,Male,223187
6018,Prof,B,0,15,Male,227252
6019,AsstProf,B,6,19,Male,195023
6020,AssocProf,A,5,14,Female,50664
6021,Prof,B,15,16,Female,165916
6022,Prof,B,9,18,Male,68325
6023,AsstProf,B,8,1,Female,174685
6024,AssocProf,A,3,6,Male,200387
6025,AssocProf,A,9,2,Male,168221
6026,Prof,B,15,16,Male,133889
6027,AssocProf,B,0,10,Male,196782
